0.14025, 0.14025, 0.14025, 0.14025, 0.14025, 0.14025, 0.14025, 0.14025, 0.14025, 0.14025
0.230774, 0.230774, 0.230774, 0.230774, 0.230774, 0.230774, 0.230774, 0.230774, 0.239024, 0.239024
0.13035, 0.13035, 0.13035, 0.13035, 0.13035, 0.13035, 0.13035, 0.13035, 0.13035, 0.280274
0.276424, 0.276424, 0.276424, 0.276424, 0.276424, 0.276424, 0.276424, 0.276424, 0.276424, 0.276424
0.287424, 0.287424, 0.287424, 0.287424, 0.287424, 0.287424, 0.287424, 0.287424, 0.287424, 0.308141
0.312358, 0.312358, 0.312358, 0.312358, 0.312358, 0.312358, 0.312358, 0.312358, 0.312358, 0.312358
0.320791, 0.320791, 0.320791, 0.320791, 0.320791, 0.320791, 0.320791, 0.320791, 0.320791, 0.320791
0.21285, 0.21285, 0.21285, 0.21285, 0.21285, 0.21285, 0.21285, 0.21285, 0.21285, 0.21285
0.346824, 0.346824, 0.346824, 0.346824, 0.346824, 0.346824, 0.346824, 0.346824, 0.363508, 0.363508
0.364974, 0.364974, 0.364974, 0.364974, 0.364974, 0.364974, 0.364974, 0.364974, 0.364974, 0.364974
0.370108, 0.370108, 0.370108, 0.370108, 0.370108, 0.370108, 0.370108, 0.370108, 0.370108, 0.370108
0.376891, 0.376891, 0.376891, 0.376891, 0.376891, 0.376891, 0.376891, 0.376891, 0.376891, 0.376891
0.382941, 0.382941, 0.382941, 0.382941, 0.382941, 0.382941, 0.382941, 0.382941, 0.382941, 0.382941
0.385691, 0.385691, 0.385691, 0.385691, 0.385691, 0.385691, 0.385691, 0.385691, 0.385691, 0.385691
0.379867, 0.379867, 0.379867, 0.379867, 0.379867, 0.379867, 0.379867, 0.379867, 0.379867, 0.379867
0.398341, 0.398341, 0.398341, 0.398341, 0.398341, 0.398341, 0.398341, 0.398341, 0.398341, 0.429367
0.398158, 0.398158, 0.398158, 0.398158, 0.398158, 0.398158, 0.398158, 0.398158, 0.398158, 0.398158
0.400724, 0.400724, 0.400724, 0.400724, 0.400724, 0.400724, 0.400724, 0.400724, 0.400724, 0.400724
0.405308, 0.405308, 0.405308, 0.405308, 0.405308, 0.405308, 0.405308, 0.405308, 0.405308, 0.406041
0.409341, 0.409341, 0.409341, 0.409341, 0.409341, 0.409341, 0.409341, 0.409341, 0.409341, 0.436517
0.416491, 0.416491, 0.416491, 0.416491, 0.416491, 0.416491, 0.416491, 0.416491, 0.416491, 0.416491
0.3872, 0.3872, 0.3872, 0.3872, 0.3872, 0.3872, 0.3872, 0.3872, 0.3872, 0.418691
